,Webpage,Message,Author,Likes,Dislikes,NumReports
19,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"I thought that Wacky Raceland was an intriguing and inventive combination of Wacky Racers and Mad Max, its just the abrupt ending that brought it down. Scooby Apocalypse, on the other hand, well that one I STILL do not understand how its still running [maybe that's meant to be ironic, like how the Scooby franchise keeps going? I dunno']I think it would have been better if they merged Scooby Doo with Silent Hill instead of Resident Evil; I mean its perfect; the gang regularly wanders into a haunted area, just like people are drawn to Silent Hill, and there's even a talking dog in both AS WELL as a mystery to solve. Certainly more fun and inventive than mutant Scrappy Doo[Or they could do a Ghosbusters thing. or, heck, even Five Nights at Freddy's!]",trotterprime,3,0,0
20,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,Scooby Doo will for me always be in part the mysteries. Even as a kid I hated the episodes that tried to discard that premise.,rainspectre,3,0,0
21,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"I personally grew to like the alternative take on Scooby Doo. The trick for me was to disassociate it with nostalgia and precious Scooby runs and take it as it’s own independent thing. Kinda weird, I know. But I’m having fun reading it, so s’all good",dude_ee,3,1,0
22,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"I've seen enough crazy reiterations of Scooby-Doo that a post-apocalypse setting wasn't too outrageous. Still, I agree with Rain Spectre, something about it just felt...off. The elements were all there.Personally, I feel that the mere fact that it was a survival post-apocalypse setting is what didn't make it work. Scooby-Soo is first and foremost a mystery. What if the post-apocalypse is already a given environment, and Mystery Incorporated have outfitted themselves to thrive in it? Perhaps they double as mystery solvers as well as monster hunters; maybe some of the mutants in this new world are very territorial, ""haunting"" various towns and communities based on the subconscious drives of their former human lives, or maybe there are malevolent humans who manipulate the mutants for their own gain. Perhaps there is a greater mystery to be solved within the series as to how the apocalypse even happened, which of course would tie back into what the series proper insinuated with Velma's profession, and Scooby being one of the many animal test subjects.",scropio,2,0,0
23,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"I liked, but Cuba kills a lot homosexuals. Compared with EUA is weird.",moronimachado,4,0,0
24,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,Oh my... MaCcartism!,Anubis_Necromancer,3,0,0
25,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"Yep, that's pretty much what Snagglepuss would look like if he appeared on ""What's New, Scooby-Doo.""",danwolfie,2,0,0
26,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,wow this was really good!,joshuaeteshola,2,0,0
27,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,This is so good.,Hamblerger,2,0,0
28,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"The 1st Snagglepuss read was cool, this one is not for me. Pass.",comicustoms,1,0,0
29,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,He looks a lot like the Pink Panther than the Puss man🤔,amanzeihedioha,1,0,0
30,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"Oh, Mr. Lein’s final work was Swamp Thing?😢",amanze_ihedioha,1,0,0
31,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,This was great!!,ratedRRon,1,0,0
32,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"...does anyone else find it a bit odd that the male animals don't wear pants? i mean normally i wouldn't think anything of it, but it bugs me since the female ones wear skirts, and the men are just kinda standing around with their junk out LOL",guroprincess,0,0,0
33,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,What is with the resolution on the Damage ad and preview? It's supposed to look like it hasn't finished loading? I noticed this on the ads in other books but the preview is just as blurry.,eliasalgorithm,0,0,0
34,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"Wow, I expected something simple and silly based on the source material.This is some Dick Tracy's melodrama similar of that of Trumbo movie with a famous classic character with a secret  as the main subject...",disqus_xBplXWvsuw,0,0,0
35,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"THis makes no fucking sense. If they wanted to make a comic about the Rosenbergs and McCarthyism... make one about that. Why drag Snagglepuss into it? He was never gay, it was just a joke that he was gay, same as Tracks on G1 Transformers. Besides, does a pink lion and anthros make this a better comic? Not really.",commanderbbshockwave,0,1,0
36,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,SJW warning... this is not good.,ArghNoNamesLeft,0,4,2
37,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,...care to elaborate?,scropio,4,0,0
38,Exit-Stage-Left-The-Snagglepuss-Chronicles/Issue-1,"Read the comic, then watch a snagglepuss cartoon... its not that hard to figure out that their is an agenda at work... cant just make things true to characters.",ArghNoNamesLeft,1,3,0
39,The-Lone-Ranger-2018/Issue-5,Thats it?,DrWhoFan13,0,0,0
40,The-Lone-Ranger-2018/Issue-3,"Oh man, this series is what the film should have been.",marcusanthoneywalters,0,0,0
41,The-Lone-Ranger-2018/Issue-2,"It really makes me sad to see how they make the great Lone Ranger look like such a dumb stupid ass. He's just as bad as the Green Hornet. The Lone Ranger was always a no-nonsense, smart thinking man who had a great relationship with his friend Tonto. Somewhere along the way (I believe in the movies), they made him an incompetent buffoon and his friendship with Tonto take an approach where Tonto resents and dislikes the Ranger. Where did it all go wrong?",disqus_xLnrkBc4NR,0,0,0
42,The-Lone-Ranger-2018/Issue-2,"Did you miss the whole bit with the barrel of gunpowder? That was clever. And Tonto doesn't seem to resent him here, he was on board almost from the word go and gave up that whiskey to help him.I don't think anyone wants to talk about that movie, either.",eliasalgorithm,1,0,0
